-29.2429            -0.0340398          -6.26374e-17        
-29.2286            -0.0336214          -2.22705e-14        
-29.2143            -0.0329279          -1.36156e-14        
-29.2               -0.0319649          -5.26041e-15        
-29.1857            -0.0307403          2.59764e-15         
-29.1714            -0.0292641          -1.68643e-14        
-29.1571            -0.0275484          -9.02142e-15        
-29.1429            -0.0256072          -2.00579e-15        
-29.1286            -0.0234563          4.00425e-15         
-29.1143            -0.0211135          -1.03405e-14        
-29.1               -0.0185977          -4.47849e-15        
-29.0857            -0.0159296          1.08533e-16         
-29.0714            -0.013131           -8.56695e-15        
-29.0571            -0.0102248          -4.13931e-15        
-29.0429            -0.00723472         -1.1233e-15         
-29.0286            -0.00418522         3.97596e-16         
-29.0143            -0.00110123         -6.35346e-16        
-29                 0.00199201          6.27509e-16         
-28.9857            0.00506921          3.53508e-16         
-28.9714            0.00810521          -1.46114e-15        
-28.9571            0.0110752           5.31542e-15         
-28.9429            0.0139548           3.24083e-15         
-28.9286            0.0167205           -2.89029e-16        
-28.9143            0.0193496           1.2449e-14          
-28.9               0.0218208           8.59661e-15         
-28.8857            0.0241136           3.49005e-15         
-28.8714            0.0262094           -2.71982e-15        
-28.8571            0.0280909           1.56387e-14         
-28.8429            0.0297428           9.14775e-15         
-28.8286            0.0311516           1.82875e-15         
-28.8143            0.0323056           -6.14886e-15        
-28.8               0.0331954           1.56132e-14         
-28.7857            0.0338136           7.48713e-15         
-28.7714            0.0341552           -9.40658e-16        
-28.7571            0.0342174           2.16616e-14         
-28.7429            0.0339995           1.30556e-14         
-28.7286            0.0335034           4.52784e-15         
-28.7143            0.0327329           -3.72786e-15        
-28.7               0.0316945           1.73287e-14         
-28.6857            0.0303964           9.06111e-15         
-28.6714            0.0288494           1.39882e-15         
-28.6571            0.027066            -5.40967e-15        
-28.6429            0.0250607           1.15462e-14         
-28.6286            0.0228499           4.83448e-15         
-28.6143            0.0204516           -7.61602e-16        
-28.6               0.0178855           1.1153e-14          
-28.5857            0.0151724           5.68025e-15         
-28.5714            0.0123345           1.54134e-15         
-28.5571            0.00939507          -1.15938e-15        
-28.5429            0.00637806          3.42764e-15         
-28.5286            0.00330813          9.64091e-16         
-28.5143            0.000210392         3.24818e-18         
-28.5               -0.00288983         6.07722e-16         
-28.4857            -0.00596717         -2.69446e-15        
-28.4714            -0.00899647         -1.81202e-15        
-28.4571            -0.0119529          5.6648e-16          
-28.4429            -0.0148123          -9.08187e-15        
-28.4286            -0.0175513          -6.40217e-15        
-28.4143            -0.0201473          -2.3374e-15         
-28.4               -0.0225792          3.00619e-15         
-28.3857            -0.024827           -1.30888e-14        
-28.3714            -0.0268722          -7.4795e-15         
-28.3571            -0.0286981          -8.42282e-16        
-28.3429            -0.0302896          -2.08951e-14        
-28.3286            -0.0316338          -1.39532e-14        
-28.3143            -0.0327194          -6.28089e-15        
-28.3               -0.0335376          1.9082e-15          
-28.2857            -0.0340816          -2.05692e-14        
-28.2714            -0.0343468          -1.21868e-14        
-28.2571            -0.0343309          -3.63667e-15        
-28.2429            -0.0340341          4.86885e-15         
-28.2286            -0.0334586          -1.73058e-14        
-28.2143            -0.0326091          -8.74942e-15        
-28.2               -0.0314924          -6.17793e-16        
-28.1857            -0.0301176          -2.04862e-14        
-28.1714            -0.0284958          -1.22848e-14        
-28.1571            -0.0266401          -4.84507e-15        
-28.1429            -0.0245657          1.64879e-15         
-28.1286            -0.0222896          -1.3231e-14         
-28.1143            -0.0198301          -6.84533e-15        
-28.1               -0.0172074          -1.64926e-15        
-28.0857            -0.0144428          2.20348e-15         
-28.0714            -0.011559           -5.87054e-15        
-28.0571            -0.00857939         -2.21512e-15        
-28.0429            -0.00552841         -5.67166e-17        
-28.0286            -0.00243095         -1.63989e-15        
-28.0143            0.000687672         2.87037e-16         
-28                 0.00380195          6.52445e-16         
-27.9857            0.0068864           -5.21851e-16        
-27.9714            0.00991579          5.79461e-15         
-27.9571            0.0128653           4.31673e-15         
-27.9429            0.0157108           1.34849e-15         
-27.9286            0.0184289           -2.99676e-15        
-27.9143            0.0209974           1.04488e-14         
-27.9               0.0233952           5.8279e-15          
-27.8857            0.0256026           -6.50275e-18        
-27.8714            0.0276014           1.82357e-14         
-27.8571            0.0293752           1.20922e-14         
-27.8429            0.0309094           5.0227e-15          
-27.8286            0.0321913           -2.77977e-15        
-27.8143            0.0332104           1.90727e-14         
-27.8               0.0339581           1.10409e-14         
-27.7857            0.0344282           2.62795e-15         
-27.7714            0.0346167           -5.97899e-15        
-27.7571            0.034522            1.68397e-14         
-27.7429            0.0341446           8.16232e-15         
-27.7286            0.0334876           -3.30068e-16        
-27.7143            0.0325562           2.11875e-14         
-27.7               0.0313578           1.26048e-14         
-27.6857            0.0299021           4.56786e-15         
-27.6714            0.0282008           -2.71722e-15        
-27.6571            0.0262679           1.48164e-14         
-27.6429            0.0241189           7.61041e-15         
-27.6286            0.0217713           1.44987e-15         
-27.6143            0.0192443           -3.5087e-15         
-27.6               0.0165583           7.90879e-15         
-27.5857            0.0137353           3.14802e-15         
-27.5714            0.0107983           -2.12972e-16        
-27.5571            0.00777132          4.97551e-15         
-27.5429            0.00467898          1.82559e-15         
-27.5286            0.00154656          2.22733e-16         
-27.5143            -0.00160032         1.61947e-16         
-27.5               -0.00473592         -2.62747e-15        
-27.4857            -0.0078346          -2.39369e-15        
-27.4714            -0.010871           -6.17781e-16        
-27.4571            -0.0138202          2.65206e-15         
-27.4429            -0.016658           -7.7958e-15         
-27.4286            -0.0193612          -4.2451e-15         
-27.4143            -0.0219076          6.42683e-16         
-27.4               -0.0242762          -1.53162e-14        
-27.3857            -0.0264476          -1.01084e-14        
-27.3714            -0.0284038          -3.78288e-15        
-27.3571            -0.0301288          3.48379e-15         
-27.3429            -0.0316082          -1.72153e-14        
-27.3286            -0.0328298          -9.70592e-15        
-27.3143            -0.0337835          -1.59931e-15        
-27.3               -0.0344612          6.95958e-15         
-27.2857            -0.0348573          -1.598e-14          
-27.2714            -0.0349683          -7.32455e-15        
-27.2571            -0.0347932          1.36028e-15         
-27.2429            -0.0343331          -2.13404e-14        
-27.2286            -0.0335916          -1.25081e-14        
-27.2143            -0.0325747          -4.02486e-15        
-27.2               -0.0312904          3.91858e-15         
-27.1857            -0.0297491          -1.59228e-14        
-27.1714            -0.0279632          -7.99375e-15        
