-29.2429            -1.21431e-16        3.43064e-18         
-29.2286            2.42861e-16         -1.50583e-17        
-29.2143            0                   -8.95525e-18        
-29.2               1.21431e-16         4.74525e-19         
-29.1857            0                   -1.83388e-17        
-29.1714            0                   1.68546e-18         
-29.1571            6.07153e-17         1.82648e-18         
-29.1429            -1.21431e-16        -3.27951e-19        
-29.1286            -6.07153e-17        -1.09771e-17        
-29.1143            0                   -9.81329e-18        
-29.1               -6.07153e-17        1.56604e-17         
-29.0857            0                   -4.07727e-18        
-29.0714            -6.07153e-17        6.56273e-18         
-29.0571            6.07153e-17         8.01682e-19         
-29.0429            -3.03577e-17        -5.29503e-18        
-29.0286            0                   9.87166e-18         
-29.0143            3.03577e-17         4.10901e-18         
-29                 -3.03577e-17        1.70082e-18         
-28.9857            -6.07153e-17        -1.29189e-17        
-28.9714            0                   -2.69983e-18        
-28.9571            0                   -4.95209e-18        
-28.9429            0                   9.0539e-18          
-28.9286            0                   -2.05509e-18        
-28.9143            0                   4.16393e-18         
-28.9               0                   -1.29348e-17        
-28.8857            7.58942e-18         8.34647e-18         
-28.8714            -7.58942e-18        1.26823e-17         
-28.8571            0                   7.80863e-18         
-28.8429            0                   1.54655e-17         
-28.8286            -3.79471e-18        -1.46273e-17        
-28.8143            5.69206e-18         -6.73913e-18        
-28.8               1.32815e-17         -3.11841e-19        
-28.7857            -3.79471e-18        1.09882e-17         
-28.7714            -1.42302e-17        1.91195e-17         
-28.7571            2.84603e-18         4.81861e-18         
-28.7429            -5.21772e-18        7.37765e-18         
-28.7286            -8.53809e-18        7.75261e-18         
-28.7143            -5.69206e-18        -1.4632e-17         
-28.7               2.84603e-18         -5.62862e-18        
-28.6857            -1.55346e-17        4.1543e-18          
-28.6714            -6.04782e-18        3.78017e-18         
-28.6571            -5.33631e-19        -5.28567e-18        
-28.6429            -7.17437e-18        -3.57728e-18        
-28.6286            2.96462e-19         -6.40883e-19        
-28.6143            7.85623e-18         -1.37898e-17        
-28.6               -6.06264e-18        3.51984e-18         
-28.5857            1.42005e-17         6.14264e-19         
-28.5714            1.22068e-17         -2.87758e-18        
-28.5571            1.71207e-18         -2.22764e-18        
-28.5429            1.33334e-17         4.53872e-18         
-28.5286            2.30499e-18         -2.83127e-18        
-28.5143            2.10469e-17         -3.58323e-19        
-28.5               1.64601e-17         -3.173e-17          
-28.4857            2.44877e-17         -8.15846e-18        
-28.4714            1.99004e-17         4.64913e-18         
-28.4571            1.18605e-17         8.188e-18           
-28.4429            8.3264e-19          -8.52486e-18        
-28.4286            -9.33252e-18        5.06397e-18         
-28.4143            -2.23709e-17        -7.03349e-19        
-28.4               -1.81919e-18        -1.28448e-17        
-28.3857            3.60327e-17         -5.9306e-18         
-28.3714            3.81074e-17         1.38915e-17         
-28.3571            1.93337e-18         3.15154e-17         
-28.3429            1.37576e-17         -7.66388e-26        
-28.3286            2.70941e-17         1.95322e-17         
-28.3143            2.53626e-17         1.50974e-17         
-28.3               -1.66943e-18        1.6703e-18          
-28.2857            7.75432e-18         5.54121e-18         
-28.2714            1.03392e-17         -5.51488e-18        
-28.2571            5.5993e-18          -1.96851e-17        
-28.2429            -4.98807e-18        2.14026e-17         
-28.2286            1.3053e-17          -1.72292e-17        
-28.2143            -5.53459e-18        -1.37185e-18        
-28.2               -1.35567e-17        -9.47275e-18        
-28.1857            3.77716e-19         -2.61792e-17        
